"ProjectID","EPGeoName","lat","lng","Ward","Constituency","County","Project Cost Yearly Breakdown (KES)","Total Project Cost (KES)","Approval Date ","Start Date (Planned)","Start Date (Actual)","End Date (Planned)","End Date (Actual)","Duration","Duration (Months)","Project Title","Project Description","Project Objectives","NG Programme","Vision 2030 Flagship Ministry","Vision 2030 Flagship Project/Programme","Implementing Agency","Implementation Status","MTEF Sector","Work Plan Progress (%) "
"2011/053128","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",1261069183,5714285714,"04/05/2010 12:00:00 AM","07/05/2010 12:00:00 AM",,"06/30/2018 12:00:00 AM",,"65 months 27 days","65 months","Support For The Development Of /Geothermal/Renewable Energy (Gdc)","The Support to the Development of Geothermal Energy (GDC) project is entails purchase of rigs for drilling geothermal wells, training of GDC technical staff and establishment of  a power generation and transmission master plan.","The project objectives include:
-Generation of  Least Cost power in line with the 2011-2031 least cost Power Development Plan; development of  transmission master plan for kenya and assessment  of Kenya's indigenious potential generating resources
-Devel","021200 - Power Generation","Unspecified","Unspecified","1151 - Ministry of Energy & Petroleum","Ongoing","Unspecified",0
"2011/053167","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",2760338,11041350,"05/17/2010 12:00:00 AM","07/01/2010 12:00:00 AM",,"07/01/2013 12:00:00 AM",,"36 months 0","36 months","Support To Public Sector Reforms (PSR II)","Public sector plays a key role in translating the Government's priorities and programmes into results for the benefit of the kenyan people.A high-performing Public Sector is a determinant of Kenya's social-economic prosperity and the Government of Kenya","Enhanced capacities of key national and local institutions for improved Governance;Deepening of efficiency,accountability and performance management of public institutions including their role in promoting Good Governance","070500 - Leadership and Coordination of MDAs","Unspecified","Unspecified","1011 - The Presidency","Ongoing","Public Administration and International Relations (PAIR)",0
"2011/053186","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",4838709678,8064516129,"07/05/2010 12:00:00 AM","10/05/2010 12:00:00 AM","05/10/2010 12:00:00 AM","03/31/2015 12:00:00 AM",,"77 months 26 days","77 months","Kenya Health Sector Support Project (KHSSP)","Setting up an effective and transparent implementation of KEPH and strenthening the governance and stewardship capacity of MOMS and MOPHS at the national ,provincial and district levels.","The delivery of the essential health services in the Recipient Territory, especially for the poor and the effectiveness of planning, finnaicing, procurement of pharmaceuticals and medical supplies.","040200 - Curative Health Services","Ministry of Health","Rehabilitation of Health Facilities; De-Linking Ministry of Health from Service Delivery","1081 - Ministry of Health","Ongoing","Health",0
"2011/053190","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",537634355,806451613,"11/17/2010 12:00:00 AM","11/17/2010 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"68 months 14 days","68 months","Kenya Agricultural Productivity & Suistainable Land Management (KAPSLM) Project","Building capacity for sustainable land management and service providers. Investments in community SLM Micro-projects and strenthening the SLM Enabling Environment.","To facilitate agricultural producers in the three catchment areas to adopt environmentally sound land management practices without reducing their incomes.","010800 - Crop Development and Management","Ministry of Agriculture, Livestock and Fisheries","Enactment of Consolidated Agricultural Policy Reform Legislation","110 - Ministry of Environment Water and Natural Resources; 116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2011/053190","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",537634355,806451613,"11/17/2010 12:00:00 AM","11/17/2010 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"68 months 14 days","68 months","Kenya Agricultural Productivity & Suistainable Land Management (KAPSLM) Project","Building capacity for sustainable land management and service providers. Investments in community SLM Micro-projects and strenthening the SLM Enabling Environment.","To facilitate agricultural producers in the three catchment areas to adopt environmentally sound land management practices without reducing their incomes.","010800 - Crop Development and Management","Ministry of Agriculture, Livestock and Fisheries","Enactment of Consolidated Agricultural Policy Reform Legislation","110 - Ministry of Environment Water and Natural Resources; 116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2011/053190","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",537634355,806451613,"11/17/2010 12:00:00 AM","11/17/2010 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"68 months 14 days","68 months","Kenya Agricultural Productivity & Suistainable Land Management (KAPSLM) Project","Building capacity for sustainable land management and service providers. Investments in community SLM Micro-projects and strenthening the SLM Enabling Environment.","To facilitate agricultural producers in the three catchment areas to adopt environmentally sound land management practices without reducing their incomes.","010800 - Crop Development and Management","Ministry of Agriculture, Livestock and Fisheries","Enactment of Consolidated Agricultural Policy Reform Legislation","110 - Ministry of Environment Water and Natural Resources; 116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2011/053191","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",73051948053,97402597403,"04/12/2011 12:00:00 AM","07/01/2011 12:00:00 AM",,"06/30/2015 12:00:00 AM",,"47 months 29 days","47 months","Water Services Trust Fund Phase 2 &Nbsp;(2010 65 887)","This project was developed to ensure water and sanitation availability and access to the poor in the slums  in the Urban and rural areas.","The project will increase the population of kenyans who have access to clean and safe water","100400 - Water Resources Management","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources; 1102 - State Department for Water and Regional Authorities.","Ongoing","Environmental Protection, Water and Natural Resources",0
"2011/053198","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",2166826510,7583892617,"07/18/2007 12:00:00 AM","10/18/2007 12:00:00 AM",,"10/31/2013 12:00:00 AM",,"74 months 13 days","74 months","Total War Against Hiv & Aids &Nbsp;Project (TOWA)","Strenthening the project implementing entity's governance and coordination capacity and TOWA program implementation.","Assist the Government of Kenya to expand the coverage of the targeted HIV and AIDS for prevention and mitigation interventions through sustaining the improved performance and support the implementation of KNASP.","040200 - Curative Health Services",,"Performance Contracting.","1081 - Ministry of Health; 111 - NACC - National Aids Control Council","Ongoing","Health",0
"2011/053200","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",495000000,1320000000,"12/08/2008 12:00:00 AM","03/01/2009 12:00:00 AM",,"06/30/2015 12:00:00 AM",,"75 months 29 days","75 months","Water Sector Development Support Wstf (2007 65 156)","The Water Supply and Sanitation for the Urban Poor Program -Phase 1 project  developed to ensure water and sanitation availability and access to the poor in the Urban areas.","To provide clean and safe water to the poor in the slum areas","100400 - Water Resources Management","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources","Ongoing","Environmental Protection, Water and Natural Resources",0
"2012/053320","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",114285714,571428571,"10/02/2007 12:00:00 AM","11/29/2007 12:00:00 AM",,"07/04/2014 12:00:00 AM","04/07/2014 12:00:00 AM","79 months 5 days","79 months","Non-State Actors Support Programme: Nsa-Net","To be completed","To strengthen mechanisms, networks and capacity for a deepening and broadening of NSA involvement in development process, in particular in -but not limited to- some key areas such as gender, democratic governance -including local governance and decentral","060900 - General Administration, Planning and  Support Services","Unspecified","Unspecified","1251 - Office of The Attorney General and Department of Justice","Ongoing","Governance, Justice, Law and Order (GJLOS)",0
"2012/053350","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",2561521342,7684563758,"07/23/2007 12:00:00 AM","10/23/2007 12:00:00 AM",,"06/30/2017 12:00:00 AM",,"112 months 7 days","112 months","Kenya Transparency & Communication Infrastructure Project (KTCIP)","Promote the liberalization of and regulatory reforms in telecommunications infrastructure","To contribute to lower prices for international capacity and extend the geographic reach of broadband networks and contribute to improved Government efficiency and transparency through e-government applications.","021000 - ICT Infrastructure Development","Ministry of Information and Communications and Technology","National Information Communication Technology Infrastructure.","1121 - Ministry of Information and Communications and Technology; 99 - MOIC - Communications Technology Board","Ongoing","Energy, Infrastructure and ICT",0
"2012/053357","Regional (East Africa)",1,38,"WASO","SAMBURU EAST","SAMBURU",2272727274,2272727273,"06/11/2009 12:00:00 AM","02/16/2010 12:00:00 AM",,"02/28/2017 12:00:00 AM",,"88 months 14 days","88 months","Eastern African Agricultural Productivity Project (EAAPP)","The objectives of the project are to (i) enhance regional specialization in agricultural research(ii) enhance regional colloboration in agricultural training and dissemination and (iii) facilitate increased sharing of agricultural information, knowledge","xxx","010900 - Agribusiness and Information Management","Unspecified","Unspecified","116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2012/053379","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",10044588065,10044588065,"08/04/2004 12:00:00 AM","11/05/2004 12:00:00 AM","05/11/2004 12:00:00 AM","09/30/2009 12:00:00 AM",,"106 months 25 days","106 months","Energy Sector Recovery Project(Kplc) / Finance Contract Title: Kplc (Kenya Power And Lighting Company Limited) Grid Development Project (Investment Facility)","Institutional and capacity building of KPLC","to enhance the policy ,institutional and regulatory enviroment for energyb sector development including private sector participation and increase access to electricity in urban and peri-urban areas.","021300 - Power  Transmission and Distribution","Unspecified","Unspecified","1151 - Ministry of Energy & Petroleum; 115 - MOE&P - Kenya Power and Lighting Company","Ongoing","Energy, Infrastructure and ICT",0
"2012/053674","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",55184,165552,"08/04/2009 12:00:00 AM","07/29/2010 12:00:00 AM",,"07/29/2015 12:00:00 AM",,"60 months 0","60 months","Development And Implementation Of A Standards And Labeling Programme In Kenya","The proposed initiative, with a 5-year duration has been designed to remove barriers to market transformation of energy efficient products and services in Kenya with a replication effect to 4 other East African Community (EAC) countries of Burundi, Rwand","1. The goal of the proposed initiative is to reduce energy (electricity) related CO2 emissions in Kenya and the EAC countries by improving the energy efficiency of selected appliances and equipment in residential, commercial and industrial sectors. This","030300 - Standards and Business Incubation","Unspecified","Unspecified","1171 - Ministry of Industrialization and Enterprise Development","Ongoing","General Economic and Commercial Affairs",0
"2012/053675","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",2000000,5200000,"04/14/2010 12:00:00 AM","04/09/2010 12:00:00 AM","09/02/2011 12:00:00 AM","04/30/2015 12:00:00 AM",,"60 months 21 days","60 months","Access To Clean Energy Services(Development Of Standards For The Small Hyropower Station)","Kenya has not realised the full potential of harnessing hydroelectric power. The are some many sites in the country for development of small hydropower stations and in the recent past, the has been upsurge in the number of applications for licence to gen","To develop standards to the development of small hydropower station","021400 - Alternative Energy Technologies","Unspecified","Unspecified","93 - MOIND - Kenya Bureau of Standards","Ongoing","Energy, Infrastructure and ICT",0
"2012/053677","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",301110190,343720570,"02/06/2008 12:00:00 AM","01/01/2008 12:00:00 AM",,"12/31/2014 12:00:00 AM",,"83 months 30 days","83 months","Private Sector Development Strategy (PSDS) - Donor Coordination Unit","The project will establish a Donor Co-ordinating Unit (DCU) under the PSD Donor support group. The DCU will coordinate information about donor support to PSDS and facilitate funds flow, initiate activities and reviews.","To establish a functional Donor Coordinating Unit.
To establish and operatinalize a Catalyst Fund.
To establish a Business Advocacy Fund to support activities in Goal 1 of the PSDS.","030200 - Industrial Development and Investments; 030700 - Trade Development and Promotion","Unspecified","Unspecified","118 - Ministry of Commerce Tourism and East African Affairs; 1171 - Ministry of Industrialization and Enterprise Development","Ongoing","General Economic and Commercial Affairs",0
"2012/053836","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",933334,1400000,"01/01/2009 12:00:00 AM","01/10/2012 12:00:00 AM",,"12/01/2014 12:00:00 AM",,"34 months 0","34 months","Adaptation To Climate Change","CONSTRUCTION OF GREENHOUSES, SWEETPOTATO PRODUCTION AND CAPACITY BUILDING IN LIVESTOCK PRODUCTION","REHABILITATION OF LAKE NAIVASHA","010800 - Crop Development and Management; 011200 - Livestock Resources Management and Development; 071300 - Special Initiatives","Ministry of Agriculture, Livestock and Fisheries","ASAL Development Projects","116 - Ministry of Agriculture, Livestock and Fisheries","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2012/053865","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",85000000,255000000,"07/28/2010 12:00:00 AM","03/15/2010 12:00:00 AM",,"09/30/2013 12:00:00 AM",,"45 months 15 days","45 months","Police Reforms/Cooperation Incl Technical","Reforms in the Police Service in line with operational decisions taken by the Police Reform Implementation Committee.","To transform the Police Service into a sustainable, effective, efficient, trusted and reliable Police Service.","060100 - Policing Services","Unspecified","Unspecified","102 - Ministry of Interior and Coordination of National Government","Ongoing","Unspecified",0
"2012/053905","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",3677000000,3677000000,"02/08/2012 12:00:00 AM","07/02/2012 12:00:00 AM",,"06/30/2015 12:00:00 AM",,"35 months 28 days","35 months","Kenya Power And Distribution System Modernization Project","Power and distrubution modernization","Power and distrubution modernization","021300 - Power  Transmission and Distribution","Unspecified","Unspecified","1151 - Ministry of Energy & Petroleum","Ongoing","Energy, Infrastructure and ICT",0
"2012/053907","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",68958036,160902084,"07/01/2009 12:00:00 AM","07/01/2009 12:00:00 AM","01/07/2009 12:00:00 AM","06/30/2016 12:00:00 AM",,"107 months 29 days","107 months","KARI: Maize, Dairy, Soil & Nutibusiness Program","USAID will continue to support the Kenya Agricultural Research Institute (KARI) on applied research programs and dissemination of technologies geared towards increased productivity and food security and nutrition. These will focus on both staple food cro","Agricultural research is crucial for increased productivity, food security and nutrition","010900 - Agribusiness and Information Management","Ministry of Agriculture, Livestock and Fisheries","Enactment of Consolidated Agricultural Policy Reform Legislation","116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2012/053912","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",2470000000,2470000000,"04/03/2012 12:00:00 AM","07/02/2012 12:00:00 AM",,"06/30/2015 12:00:00 AM",,"35 months 28 days","35 months","Rehabilitation And Upgrading Of Equipment In Univerties And Technical Training Training Institutes","Rehabilitation and Upgrading Of Equipment in Universities and Technical Training Institutes","Rehabilitation and Upgrading Of Equipment in Universities and Technical Training Institutes","050500 - Technical Vocational Education and Training","Unspecified","Unspecified","106 - Ministry of Education","Ongoing","Education",0
"2012/053917","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",419728000,419728000,"03/07/2012 12:00:00 AM","07/02/2012 12:00:00 AM",,"06/30/2014 12:00:00 AM",,"23 months 28 days","23 months","Reinforcement Of Vaccine Storage In Kenya","Vaccine storage in Kenya","Improved vaccine storage in Kenya","040100 - Preventive & Promotive Health Services","Unspecified","Unspecified","1081 - Ministry of Health","Ongoing","Health",0
"2012/053947","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",48913043,54347826,"02/17/2009 12:00:00 AM","02/17/2009 12:00:00 AM",,"06/30/2018 12:00:00 AM",,"112 months 13 days","112 months","Study And Capacity Building Iii","The study and Capacity fund are funds meant for  carrying out feasibility studies of AfD funded projects and building capacity of the institutions of the Implementing those projects.","To carry out fasibillity studies of proposed projects to be funded by AfD and build capacity of the proposed implementing agencies/Institutions.","071800 - Public Financial Management","Unspecified","Unspecified","1071 - The National Treasury","Ongoing","Unspecified",0
"2012/053956","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",1845000,3690000,"01/05/2009 12:00:00 AM","01/30/2009 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"83 months 1 day","83 months","Early Childhood Development","Interventions to improve quality of early childhood education especially in ASAL districts and informal settlements in major towns.","increased attendance and enrolment in Seven ASAL districts and informal settlements in Nairobi Mombasa and Eldoret.","050100 - Primary Education","Unspecified","Unspecified","106 - Ministry of Education; 1061 - State Department for Education","Ongoing","Education",0
"2012/053959","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",175000,350000,"01/05/2009 12:00:00 AM","01/26/2009 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"83 months 5 days","83 months","Talent Development - Kenya Academies/ Music Camps","Provide an opportunty for young Kenyans to nature talent and skills and to improve awareness and bring behavior change.","Number of youth developing their talents and relevant skills thrugh music camps.","090200 - Culture","Unspecified","Unspecified","103 - Ministry of Devolution and Planning; 106 - Ministry of Education; 1131 - Ministry of Sports Culture and Arts","Ongoing","Social Protection, Culture and Recreation",0
"2012/053960","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",1250000,2500000,"01/05/2009 12:00:00 AM","01/26/2009 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"83 months 5 days","83 months","Communication For Development","Achieve through communication policy development, discemination and implimentation. Build strategic alliances to raiseawareness of child rights issues. Improve utilisation of services and governance.","Broad media coverage of child policy and legislation issues.Built capacity for advocacy in both public and privata media. Communication to improve child health, nutrition, reduced violence and protection of vulnerable children","040100 - Preventive & Promotive Health Services; 071100 - Gender & Youth Empowerment; 020800 - Information And Communication Services","Unspecified","Unspecified","1081 - Ministry of Health; 1121 - Ministry of Information and Communications and Technology; 1131 - Ministry of Sports Culture and Arts","Ongoing","Public Administration and International Relations (PAIR)",0
"2012/053961","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",424578110,748000000,"08/08/2007 12:00:00 AM","07/01/2008 12:00:00 AM",,"12/31/2013 12:00:00 AM",,"65 months 30 days","65 months","Support To Public Finance Management","TO SPPORT REFORMS IN THE PUBLIC FINANCE MANAGEMENT","TO ENSURE EFFICIENT MANAGEMENT OF PUBLIC RESOURCES","071800 - Public Financial Management","Unspecified","Unspecified","1071 - The National Treasury","Ongoing","Unspecified",0
"2012/053963","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",95360430,757900000,"09/30/2010 12:00:00 AM","07/01/2011 12:00:00 AM",,"12/30/2013 12:00:00 AM",,"29 months 29 days","29 months","Social Justice","To promote social justice in the country","To promote human rights","030500 - East African Affairs and Regional Integration","Unspecified","Unspecified","1251 - Office of The Attorney General and Department of Justice","Ongoing","Unspecified",0
"2012/053967","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",44642857,62500000,"04/02/2012 12:00:00 AM","01/03/2012 12:00:00 AM","02/01/2013 12:00:00 AM","12/22/2014 12:00:00 AM",,"35 months 19 days","35 months","Low Emmission Capacity Building Project","LECB Project will build capacities to developa GHG national inventory systems and nationally appropriate mitigation actions(NAMAS),with associated reporting and verification (MRV) Systems defined","support for the eatablishment of robust nationla systems for preparation of GHG inventories at the national level provided.","100200 - Environment Management and Protection","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources; 1101 - State Department for Environment  and Natural Resources","Pipelined","Environmental Protection, Water and Natural Resources",0
"2012/053973","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",15625000,39062500,"01/05/2009 12:00:00 AM","01/26/2009 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"83 months 5 days","83 months","Child Friendly Schools","Training staff in child friendly package. Measure of quality teaching and learning in primary and secondary schools. ensuring schools are certified as child friendly schools.","Increase percentage of ECD children acquiring early readiness competencies. Increase percentage of schools certified as child friendly schools nation wide.","050100 - Primary Education","Unspecified","Unspecified","106 - Ministry of Education; 1061 - State Department for Education","Ongoing","Education",0
"2012/053976","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",10937500,27343750,"01/05/2009 12:00:00 AM","01/26/2009 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"83 months 5 days","83 months","Peace Education","Training of youth on peace and conflict resolution.","Percentage of youth and communities trained on peace building and conflict resolution","050100 - Primary Education","Unspecified","Unspecified","106 - Ministry of Education; 1061 - State Department for Education","Ongoing","Education",0
"2012/053976","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",10937500,27343750,"01/05/2009 12:00:00 AM","01/26/2009 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"83 months 5 days","83 months","Peace Education","Training of youth on peace and conflict resolution.","Percentage of youth and communities trained on peace building and conflict resolution","050100 - Primary Education","Unspecified","Unspecified","106 - Ministry of Education; 1061 - State Department for Education","Ongoing","Education",0
"2012/053976","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",10937500,27343750,"01/05/2009 12:00:00 AM","01/26/2009 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"83 months 5 days","83 months","Peace Education","Training of youth on peace and conflict resolution.","Percentage of youth and communities trained on peace building and conflict resolution","050100 - Primary Education","Unspecified","Unspecified","106 - Ministry of Education; 1061 - State Department for Education","Ongoing","Education",0
"2012/053976","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",10937500,27343750,"01/05/2009 12:00:00 AM","01/26/2009 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"83 months 5 days","83 months","Peace Education","Training of youth on peace and conflict resolution.","Percentage of youth and communities trained on peace building and conflict resolution","050100 - Primary Education","Unspecified","Unspecified","106 - Ministry of Education; 1061 - State Department for Education","Ongoing","Education",0
"2012/053976","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",10937500,27343750,"01/05/2009 12:00:00 AM","01/26/2009 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"83 months 5 days","83 months","Peace Education","Training of youth on peace and conflict resolution.","Percentage of youth and communities trained on peace building and conflict resolution","050100 - Primary Education","Unspecified","Unspecified","106 - Ministry of Education; 1061 - State Department for Education","Ongoing","Education",0
"2012/053976","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",10937500,27343750,"01/05/2009 12:00:00 AM","01/26/2009 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"83 months 5 days","83 months","Peace Education","Training of youth on peace and conflict resolution.","Percentage of youth and communities trained on peace building and conflict resolution","050100 - Primary Education","Unspecified","Unspecified","106 - Ministry of Education; 1061 - State Department for Education","Ongoing","Education",0
"2012/053978","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",7031250,35156250,"01/05/2009 12:00:00 AM","01/26/2009 12:00:00 AM",,"12/31/2015 12:00:00 AM",,"83 months 5 days","83 months","Non Formal Education","Set up framework for national complimentary basic education programmewith clear linkage to formal education","A natioanl framework is available and in use.","050100 - Primary Education","Unspecified","Unspecified","106 - Ministry of Education","Ongoing","Education",0
"2012/053996","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",2833333335,3400000000,"11/23/2012 12:00:00 AM","12/05/2012 12:00:00 AM",,"12/31/2017 12:00:00 AM",,"60 months 26 days","60 months","Infrustructure Finance And Public Private Partnership Projecr (IF-PPP)","*","*","072000 - Market Competition","Unspecified","Unspecified","1071 - The National Treasury","Ongoing","Public Administration and International Relations (PAIR)",0
"2012/054007","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",725000125,1450000000,"07/01/2009 12:00:00 AM","07/27/2009 12:00:00 AM",,"12/30/2015 12:00:00 AM",,"77 months 3 days","77 months","Trade Mark East Africa Programme","To contribute to kenya's transformation into a competetive export led economy, enhance regional intergration and widen participation in both domestic and international trade.","To facilitate more efficient and diversified trading across borders, in regional and global markets, and deepening regional intergration.","030500 - East African Affairs and Regional Integration","Unspecified","Unspecified","118 - Ministry of Commerce Tourism and East African Affairs; 1182 - State Department for East African Affairs","Ongoing","General Economic and Commercial Affairs",0
"2012/054007","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",725000125,1450000000,"07/01/2009 12:00:00 AM","07/27/2009 12:00:00 AM",,"12/30/2015 12:00:00 AM",,"77 months 3 days","77 months","Trade Mark East Africa Programme","To contribute to kenya's transformation into a competetive export led economy, enhance regional intergration and widen participation in both domestic and international trade.","To facilitate more efficient and diversified trading across borders, in regional and global markets, and deepening regional intergration.","030500 - East African Affairs and Regional Integration","Unspecified","Unspecified","118 - Ministry of Commerce Tourism and East African Affairs; 1182 - State Department for East African Affairs","Ongoing","General Economic and Commercial Affairs",0
"2012/054007","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",725000125,1450000000,"07/01/2009 12:00:00 AM","07/27/2009 12:00:00 AM",,"12/30/2015 12:00:00 AM",,"77 months 3 days","77 months","Trade Mark East Africa Programme","To contribute to kenya's transformation into a competetive export led economy, enhance regional intergration and widen participation in both domestic and international trade.","To facilitate more efficient and diversified trading across borders, in regional and global markets, and deepening regional intergration.","030500 - East African Affairs and Regional Integration","Unspecified","Unspecified","118 - Ministry of Commerce Tourism and East African Affairs; 1182 - State Department for East African Affairs","Ongoing","General Economic and Commercial Affairs",0
"2012/054007","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",725000125,1450000000,"07/01/2009 12:00:00 AM","07/27/2009 12:00:00 AM",,"12/30/2015 12:00:00 AM",,"77 months 3 days","77 months","Trade Mark East Africa Programme","To contribute to kenya's transformation into a competetive export led economy, enhance regional intergration and widen participation in both domestic and international trade.","To facilitate more efficient and diversified trading across borders, in regional and global markets, and deepening regional intergration.","030500 - East African Affairs and Regional Integration","Unspecified","Unspecified","118 - Ministry of Commerce Tourism and East African Affairs; 1182 - State Department for East African Affairs","Ongoing","General Economic and Commercial Affairs",0
"2012/054009","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",207500000,415000000,"04/19/2011 12:00:00 AM","05/01/2011 12:00:00 AM","01/05/2011 12:00:00 AM","06/30/2015 12:00:00 AM",,"49 months 29 days","49 months","National Integrated Monitoring And Evaluation System (Nimes)","Capacity Stregthening programme for coordinating the National Integated Monitoring and Evaluation System","To assess, develop and sustain the capacity necessary to ensure the effective implementation and coordination of NIMES to enhance developemnt results","070800 - Monitoring and Evaluation Services","Unspecified","Unspecified","103 - Ministry of Devolution and Planning; 1031 - State Department for Planning","Ongoing","Public Administration and International Relations (PAIR)",0
"2012/054014","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",51507168858,60091697000,"12/05/2012 12:00:00 AM","12/05/2012 12:00:00 AM","05/12/2012 12:00:00 AM","06/30/2019 12:00:00 AM",,"78 months 25 days","78 months","ETHIOPIA - KENYA ELECTRICITY EXPANSION HIGHWAY PROJECT (EA INTERCONNECTOR)","The project entails construction of a High Voltage Direct Current (HVDC) overhead transmission line to interconnect the Electricity network of Ethiopia, at Wolayta/Sodo substation, with the Kenya Network, at the Suswa Substation in order to increase the","To provide an additional transmission capacity to the National grid in order to address the increased power demand by ensuring that there is adequate, reliable, quality, affordable, sustainable and secure energy.","021300 - Power  Transmission and Distribution","Unspecified","Unspecified","1151 - Ministry of Energy & Petroleum","Ongoing","Energy, Infrastructure and ICT",0
"2010/051578","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",,,,,,,,,,,,,,,,,,,0
"2012/053313","Nation Wide - Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",,,,,,,,,,,,,,,,,,,0
"2012/053666","Kenya",1,38,"WASO","SAMBURU EAST","SAMBURU",,,,,,,,,,,,,,,,,,,0
"2011/053139","Isiolo County",1.013,38.54,"CHARI","ISIOLO NORTH","ISIOLO",795454548,909090909,"06/01/2010 12:00:00 AM","03/16/2010 12:00:00 AM",,"12/31/2017 12:00:00 AM",,"93 months 15 days","93 months","Nuno Modogashe Road Upgrading Project","The project provides for the upgrading of the Nuno-Modogashe road to bitumen standard, with a length of about 147Kms and width of 6meters, with a shoulder of 1.5meters on each side.","The project aims to enhance the social and economic development of the North-Eastern Region of the country, reduce the vehicle operating cost and facilitate the transport of goods and passengers to and from the neighbouring countries.","020200 - Road Transport","Unspecified","Unspecified","109 - Ministry of Transport and Infrastructure; 1091 - State Department of Infrastructure","Ongoing","Energy, Infrastructure and ICT",85
